Reg;Type;Airline;Time;Date;Flight;From;Found;Source
N245PS;CRJ2;JIA;20:08;2007.01.01;US2489;DCA-BNA;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
G-EZEC;A319;EZY;20:08;2007.01.01;U26563;EMA-CGN;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
B-16407;B744;BR;20:08;2007.01.01;BR0025;SEA-TPE;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
PH-BTF;B734;KL;20:08;2007.01.01;KL069G;;Damwoude 30KM s/o EHLW;ACARS LOG 0000 20070101 to 2359 20070101
N994DL;MD88;DL;20:08;2007.01.01;DL1406;SRQ-ATL;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N343QS;C525;---;20:08;2007.01.01;GS0001;;Lawrenceville;ACARS LOG 0000 20070101 to 2359 20070101
N12322;B733;CO;20:09;2007.01.01;CO1825;MEX-IAH;Houston,Texas USA;ACARS LOG 0000 20070101 to 2359 20070101
N3766;B738;DL;20:09;2007.01.01;DL0644;BOS-CVG-PDX;S. New England - USA;ACARS LOG 0000 20070101 to 2359 20070101
OM-NGB;B737;NE;20:09;2007.01.01;NE08RP;;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
N676AN;B752;AA;20:09;2007.01.01;AA0000;;Laurel, MD USA;ACARS LOG 0000 20070101 to 2359 20070101
G-TTIA;A321;GT;20:09;2007.01.01;BA073U;;Portsmouth, UK;ACARS LOG 0000 20070101 to 2359 20070101
D-AHLG;B735;HLX;20:09;2007.01.01;X35414;STR-MAN;near MST, NL, more info and reports, see www.ensinck.nl/acars;ACARS LOG 0000 20070101 to 2359 20070101
EI-CSX;B738;FR;20:09;2007.01.01;FR8546;EGSS-EDDB;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N813MA;E170;RW;20:09;2007.01.01;RW3407;STL-PHL;Baltimore, MD, USA;ACARS LOG 0000 20070101 to 2359 20070101
N716UW;A319;US;20:09;2007.01.01;US0914;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N740UW;A319;US;20:09;2007.01.01;US1419;DCA-CLT-RDU;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
LN-KKY;B733;DY;20:09;2007.01.01;DY0615;BGO-OSL;Sheffield 53.51N,1.60W 755ft ASL UK;ACARS LOG 0000 20070101 to 2359 20070101
EC-HQM;A320;IB;20:09;2007.01.01;IB3569;DUS-MAD;Damwoude 30KM s/o EHLW;ACARS LOG 0000 20070101 to 2359 20070101
D-AHLF;B735;HF;20:09;2007.01.01;A94412;;Leusden, Netherlands;ACARS LOG 0000 20070101 to 2359 20070101
N674AW;A320;HP;20:09;2007.01.01;HP0190;LAS-SEA;test, seattle, wa;ACARS LOG 0000 20070101 to 2359 20070101
D-ACRB;CRJ2;EWG;20:09;2007.01.01;LH07XC;EGCC-EDDL;Leeds;ACARS LOG 0000 20070101 to 2359 20070101
N568AA;MD83;AA;20:09;2007.01.01;AA2411;STL-ORD-ATL;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N258AA;MD82;AA;20:09;2007.01.01;AA0307;LGA-ORD-DEN;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N733KR;E135;MQ;20:09;2007.01.01;MQ4895;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
LZ-WZA;A320;W6;20:09;2007.01.01;W60260;HHN-BUD;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
G-CIVX;B744;BA;20:09;2007.01.01;BA0129;LHR-ISB;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N669DN;B752;DL;20:10;2007.01.01;DL1883;BOS-FLL-BOS;Baltimore, MD, USA;ACARS LOG 0000 20070101 to 2359 20070101
CN-RNP;B738;AT;20:10;2007.01.01;ATRM76;;Near LPFR Portugal;ACARS LOG 0000 20070101 to 2359 20070101
HS-TLA;A340;TG;20:10;2007.01.01;TG0791;JFK-VTBD;Goose Bay, Canada;ACARS LOG 0000 20070101 to 2359 20070101
G-CPEO;B752;BA;20:10;2007.01.01;BA0461;LEMD-EGLL;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
PH-JCT;F70;WA;20:10;2007.01.01;KL1177;AMS-TRD;Aalborg;ACARS LOG 0000 20070101 to 2359 20070101
N713AE;E135;MQ;20:10;2007.01.01;MQ4816;;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
N446UA;A320;UA;20:10;2007.01.01;UA1576;TPA-IAD;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
CC-CQF;A340;LA;20:10;2007.01.01;LA0705;FRA-MAD-SCL;Switzerland, Aarau;ACARS LOG 0000 20070101 to 2359 20070101
G-EMBO;E145;TH;20:10;2007.01.01;BRT007P;EGBB-EDDF;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
D-AIQH;A320;LH;20:10;2007.01.01;LH04WF;;acarsd.org home - Hungary appr. 150km from BUD;ACARS LOG 0000 20070101 to 2359 20070101
LX-LGK;E135;LG;20:10;2007.01.01;LG8858;VIE-LUX;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
N424US;B734;US;20:10;2007.01.01;US1176;CLT-EWR;Laurel, MD;ACARS LOG 0000 20070101 to 2359 20070101
N462QS;GLF4;---;20:11;2007.01.01;00000000;;Leeds;ACARS LOG 0000 20070101 to 2359 20070101
N21537;E145;BTA;20:11;2007.01.01;XE2588;CLE-ROC-EWR;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
CS-TEW;A310;TP;20:11;2007.01.01;TP0357;EGLL-LPPT;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N564SW;E120;OO;20:11;2007.01.01;OO6255;FAT-SFO;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
F-HBAD;A320;ZI;20:11;2007.01.01;AAF0418;;Near LPFR Portugal;ACARS LOG 0000 20070101 to 2359 20070101
N428AW;CRJ2;ZW;20:11;2007.01.01;ZW3863;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
9H-AEM;A319;KM;20:11;2007.01.01;KM0512;MLA-VIE;acarsd.org home - Hungary appr. 150km from BUD;ACARS LOG 0000 20070101 to 2359 20070101
N499PA;HS125;---;20:11;2007.01.01;UV0001;;Lawrenceville;ACARS LOG 0000 20070101 to 2359 20070101
B-18207;B744;CA;20:11;2007.01.01;CI0003;SFO-TPE;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
N14543;E145;BTA;20:11;2007.01.01;XE3288;IAH-TYS-EWR;Laurel, MD USA;ACARS LOG 0000 20070101 to 2359 20070101
EI-CSP;B738;FR;20:11;2007.01.01;FR038C;EGSS-ENTO;Watford;ACARS LOG 0000 20070101 to 2359 20070101
SE-RCP;B733;SH;20:11;2007.01.01;SH0248;ARN-MMX;Karlstad, Sweden;ACARS LOG 0000 20070101 to 2359 20070101
F-GUGK;A318;AF;20:11;2007.01.01;AF2523;MUC-CDG;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
N556JB;A320;JBU;20:11;2007.01.01;B60702;SJU-JFK;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
EI-DCP;B738;FR;20:11;2007.01.01;FR1126;EIDW-EGKK;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
F-GRHO;A319;AF;20:11;2007.01.01;AF127A;LFPG-ENGM;Damwoude 30KM s/o EHLW;ACARS LOG 0000 20070101 to 2359 20070101
N461UA;A320;UA;20:11;2007.01.01;UA0930;KSFO-EGLL;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N615AE;E145;MQ;20:12;2007.01.01;MQ3964;;Laurel, MD USA;ACARS LOG 0000 20070101 to 2359 20070101
N941AN;B738;AA;20:12;2007.01.01;AA1987;TPA-MIA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
D-AKNV;A319;GWI;20:12;2007.01.01;4U0338;CGN-STN;near MST, NL, more info and reports, see www.ensinck.nl/acars;ACARS LOG 0000 20070101 to 2359 20070101
N621JB;A320;JBU;20:12;2007.01.01;B60509;EWR-FLL;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N624QS;C560;---;20:12;2007.01.01;GS0001;;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
HL7539;A330;KE;20:12;2007.01.01;KE0936;PRG-ICN;Andreas, Dresden, Germany;ACARS LOG 0000 20070101 to 2359 20070101
N511AE;CRJ7;MQ;20:12;2007.01.01;MQ0674;DSM-DFW;Urbandale, IA;ACARS LOG 0000 20070101 to 2359 20070101
G-EZEJ;A319;EZY;20:12;2007.01.01;U205GC;EGKK-EDDK;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N13903;E145;BTA;20:12;2007.01.01;XE2261;EWR-RDU;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
I-BIMI;A319;AZ;20:13;2007.01.01;AZ0132;FCO-AMS;near MST, NL, more info and reports, see www.ensinck.nl/acars;ACARS LOG 0000 20070101 to 2359 20070101
G-DOCU;B734;BA;20:13;2007.01.01;SHT2927;EGPD-EGKK;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N681DA;B752;DL;20:13;2007.01.01;DL1533;PBI-JFK;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
D-ACPD;CRJ7;LH;20:13;2007.01.01;LH079J;;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
G-OOBM;B763;DP;20:13;2007.01.01;DP0038;EGNX-LCPH;Leeds;ACARS LOG 0000 20070101 to 2359 20070101
G-EUPE;A319;BA;20:13;2007.01.01;BA0756;LHR-BSL;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N623QS;C560;---;20:13;2007.01.01;GS0001;;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
LN-TUJ;B737;SK;20:13;2007.01.01;004698;;Aalborg;ACARS LOG 0000 20070101 to 2359 20070101
N345AA;GLF4;---;20:13;2007.01.01;GS0001;;Alexandria, U.S.A.;ACARS LOG 0000 20070101 to 2359 20070101
N422QS;GLF4;---;20:13;2007.01.01;GS0001;;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N986DL;MD88;DL;20:13;2007.01.01;DL1024;EWR-ATL-AUS;ny, ny;ACARS LOG 0000 20070101 to 2359 20070101
EC-ILP;A321;IB;20:13;2007.01.01;IB3167;EGLL-LEMD;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N783AS;B734;AS;20:13;2007.01.01;AS0539;DEN-SEA;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N14231;B738;CO;20:13;2007.01.01;CO0037;EDI-EWR-MCO;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N677DL;B752;DL;20:13;2007.01.01;DL0531;MCO-CVG-PHX;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N500PG;CL601;---;20:13;2007.01.01;UV0000;;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N29129;B752;CO;20:13;2007.01.01;CO0566;EWR-RSW;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N758AN;B772;AA;20:14;2007.01.01;AA0142;KJFK-EGLL;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
EI-DPD;B738;FR;20:14;2007.01.01;FR8475;LFBI-EGSS;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
N901FR;A319;FFT;20:14;2007.01.01;F90532;DEN-MDW;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
F-GJVW;A320;AF;20:14;2007.01.01;AF0000;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
G-DBCA;A319;BD;20:14;2007.01.01;BD0183;EGLL-LFPG;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N14604;B735;CO;20:14;2007.01.01;CO1808;IAH-EWR;Laurel, MD;ACARS LOG 0000 20070101 to 2359 20070101
N303US;A320;NW;20:14;2007.01.01;NW1111;RSW-DTW-GRR;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N594AA;MD83;AA;20:14;2007.01.01;AA1070;SAT-DFW-BOS;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N850HK;E145;LOF;20:14;2007.01.01;AX8023;IAD-STL;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
LN-RDG;DH84;SK;20:14;2007.01.01;SK2710;CPH-TKU;Copenhagen, Denmark;ACARS LOG 0000 20070101 to 2359 20070101
N26210;B738;CO;20:14;2007.01.01;CO0738;IAH-SAN;Houston,Texas USA;ACARS LOG 0000 20070101 to 2359 20070101
G-TTOI;A320;GT;20:14;2007.01.01;GT013X;GMMX-EGLL;Near LPFR Portugal;ACARS LOG 0000 20070101 to 2359 20070101
N372BG;GLF5;---;20:15;2007.01.01;GS0000;;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N419AW;CRJ2;ZW;20:15;2007.01.01;ZW3660;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
G-CELI;B733;LS;20:15;2007.01.01;LS0864;LELC-EGCC;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
N679DA;B752;DL;20:15;2007.01.01;DL1784;LGA-PBI;Baltimore, MD, USA;ACARS LOG 0000 20070101 to 2359 20070101
N121ET;CL604;---;20:15;2007.01.01;XA0001;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
G-EZAV;A319;U2;20:15;2007.01.01;U201PA;EGPF-EGGW;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N7549A;MD82;AA;20:15;2007.01.01;AA1330;MSY-ORD;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
C-GKFR;CRJ2;QK;20:15;2007.01.01;QK7682;YUL-BOS;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
C-GIUB;A321;AC;20:15;2007.01.01;AC0619;YHZ-YYZ;Sherbrooke, Quebec, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N462QS;GLF4;---;20:15;2007.01.01;GS0001;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N7522A;MD82;AA;20:15;2007.01.01;AA0576;STL-LGA;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
9H-AEK;A320;KM;20:15;2007.01.01;KM0146;MLA-MAN;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N702AE;E135;MQ;20:15;2007.01.01;MQ4536;;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
F-GUGM;A318;AF;20:15;2007.01.01;AF1262;CDG-ARN;EDDH/HAM;ACARS LOG 0000 20070101 to 2359 20070101
C-FDAT;A310;TS;20:15;2007.01.01;TS0173;MDPP-YUL;Alexandria, U.S.A.;ACARS LOG 0000 20070101 to 2359 20070101
N767UW;A319;US;20:15;2007.01.01;US1530;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
LN-RCW;B736;SK;20:15;2007.01.01;SK4746;BRU-OSL;EDDH/HAM;ACARS LOG 0000 20070101 to 2359 20070101
N627JB;A320;JBU;20:15;2007.01.01;B60751;JFK-CUN;Baltimore, MD, USA;ACARS LOG 0000 20070101 to 2359 20070101
G-EZJB;B737;U2;20:15;2007.01.01;U20556;BFS-NCL;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N642DL;B752;DL;20:15;2007.01.01;DL0982;RSW-ATL;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N954DL;MD88;DL;20:15;2007.01.01;DL1232;ATL-MIA;Pensacola, FL;ACARS LOG 0000 20070101 to 2359 20070101
N568JB;A320;JBU;20:15;2007.01.01;B60123;JFK-DEN;Baltimore, MD, USA;ACARS LOG 0000 20070101 to 2359 20070101
VH-QPE;A330;QF;20:15;2007.01.01;QF0565;SYD-PER;Sutherland NSW Australia;ACARS LOG 0000 20070101 to 2359 20070101
EC-JHK;B738;UX;20:15;2007.01.01;UX9117;TFN-MAD;Near LPFR Portugal;ACARS LOG 0000 20070101 to 2359 20070101
JA8944;B773;JL;20:15;2007.01.01;000000;;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
JA8944;B773;JL;20:15;2007.01.01;JL0000;;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
N376NW;A320;NW;20:15;2007.01.01;NW1195;LGA-DTW-LAS;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
G-TTIA;A321;GT;20:15;2007.01.01;GT073U;LPMA-EGKK;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
4X-ELC;B744;LY;20:16;2007.01.01;LY0014;;S. New England - USA;ACARS LOG 0000 20070101 to 2359 20070101
PH-KZG;F70;WA;20:16;2007.01.01;KL080L;EGBB-EHAM;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
N856AF;GLF4;---;20:16;2007.01.01;XA0001;;Laurel, MD USA;ACARS LOG 0000 20070101 to 2359 20070101
G-GSSC;B744;GSS;20:16;2007.01.01;BA3465;EGSS-EDDK;4 miles SW EGSH;ACARS LOG 0000 20070101 to 2359 20070101
HA-LPC;A320;W6;20:16;2007.01.01;W60166;DTM-LTW;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
B-2388;A340;SZ;20:16;2007.01.01;CA0936;FRA-PVG;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
N987AT;B712;FL;20:16;2007.01.01;FL0225;ATL-PBI;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N937AT;B712;FL;20:16;2007.01.01;FL9799;ATL-TPA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
EC-HFP;MD82;JK;20:16;2007.01.01;JK5033;LPA-MAD;Near LPFR Portugal;ACARS LOG 0000 20070101 to 2359 20070101
G-EUOE;A319;BA;20:16;2007.01.01;SHT008L;EGLL-EGPH;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N488AA;MD82;AA;20:17;2007.01.01;AA1726;DFW-CMH;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N524JB;A320;JBU;20:17;2007.01.01;B60611;JFK-JAX;Baltimore, MD, USA;ACARS LOG 0000 20070101 to 2359 20070101
N379AA;B763;AA;20:17;2007.01.01;AA0239;SJU-LAX;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N647DL;B752;DL;20:17;2007.01.01;DL0396;ATL-MIA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
EI-CPD;A321;EI;20:17;2007.01.01;EI0665;VIE-DUB;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
D-AGES;B737;HLX;20:17;2007.01.01;X33121;GWT-CGN;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N925AT;B712;FL;20:17;2007.01.01;FL0644;FLL-PHF-LGA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N820MD;E170;RW;20:17;2007.01.01;RW3440;IAH-PHL;Houston;ACARS LOG 0000 20070101 to 2359 20070101
N8921B;CRJ2;FLG;20:17;2007.01.01;9E2882;YYZ-MSP-DSM;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
D-BSSS;AT42;KIS;20:17;2007.01.01;LH0877;LEJ-DUS;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
D-BTEN;C750;---;20:17;2007.01.01;BVR0202;EDSB-EGCC-EDDI;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
N3765;B738;DL;20:17;2007.01.01;DL1757;BDL-PBI;Baltimore, MD, USA;ACARS LOG 0000 20070101 to 2359 20070101
G-CELU;B733;LS;20:17;2007.01.01;LS0252;FAO-LBA;Near LPFR Portugal;ACARS LOG 0000 20070101 to 2359 20070101
F-GCBL;B742;AF;20:17;2007.01.01;AF6851;;Near LPFR Portugal;ACARS LOG 0000 20070101 to 2359 20070101
N17344;B733;CO;20:17;2007.01.01;CO1831;BOS-CLE;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
HA-LOS;B737;MA;20:18;2007.01.01;MA0669;AMS-BUD;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
N674DL;B752;DL;20:18;2007.01.01;DL0901;BOS-ATL;S. New England - USA;ACARS LOG 0000 20070101 to 2359 20070101
D-AGES;B737;HLX;20:18;2007.01.01;ST3121;;Leusden, Netherlands;ACARS LOG 0000 20070101 to 2359 20070101
C-GWBF;B737;WS;20:18;2007.01.01;WS0940;YYZ-TPA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N8896A;CRJ2;FLG;20:18;2007.01.01;9E4778;LGA-IND;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
5Y-KQT;B772;KQ;20:18;2007.01.01;KENYA10;;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N715AE;E135;MQ;20:18;2007.01.01;MQ4562;;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
N857AM;B737;AM;20:18;2007.01.01;AM0419;IAH-MEX-VSA;Houston,Texas USA;ACARS LOG 0000 20070101 to 2359 20070101
N311QS;C525;---;20:19;2007.01.01;GS0001;;Alexandria, U.S.A.;ACARS LOG 0000 20070101 to 2359 20070101
VP-BDK;A320;SU;20:19;2007.01.01;SU0279;SVO-MXP;HFDL from Derby, central UK;ACARS LOG 0000 20070101 to 2359 20070101
N447YV;DH82;YV;20:19;2007.01.01;YV7072;DEN-RAP;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
EI-DER;A320;EI;20:19;2007.01.01;EI0896;ORK-FAO;Near LPFR Portugal;ACARS LOG 0000 20070101 to 2359 20070101
N14947;E145;BTA;20:19;2007.01.01;XE3176;CLE-PHL;Laurel, MD USA;ACARS LOG 0000 20070101 to 2359 20070101
PH-BXF;B738;KL;20:19;2007.01.01;KL028Y;EGCC-EHAM;Manchester;ACARS LOG 0000 20070101 to 2359 20070101
F-GFKX;A320;AF;20:19;2007.01.01;AF2853;KBP-CDG;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
N317NB;A319;NW;20:19;2007.01.01;NW0381;BOS-DTW-FNT;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
EI-DHO;B738;FR;20:19;2007.01.01;FR7095;LELC-EIDW;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
9H-AEF;A320;KM;20:19;2007.01.01;KM4103;LPMA-EGBB;Rainford 53.5N,2.8W UK;ACARS LOG 0000 20070101 to 2359 20070101
D-ABUH;B763;CFG;20:19;2007.01.01;DE0326;;Jena, Germany;ACARS LOG 0000 20070101 to 2359 20070101
N417QX;DH84;QX;20:19;2007.01.01;QX0000;;test, seattle, wa;ACARS LOG 0000 20070101 to 2359 20070101
N806FR;A318;FFT;20:19;2007.01.01;F90833;DFW-DEN-SEA;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
D-ACPJ;CRJ7;LH;20:19;2007.01.01;LH01EN;;Copenhagen, Denmark;ACARS LOG 0000 20070101 to 2359 20070101
F-GUGM;A318;AF;20:19;2007.01.01;AF262H;LFPG-ESSA;Sheffield 53.31N,1.35W 755ft ASL UK;ACARS LOG 0000 20070101 to 2359 20070101
I-BIKC;A320;AZ;20:20;2007.01.01;AZ5248;;Switzerland, Aarau;ACARS LOG 0000 20070101 to 2359 20070101
N318QS;C525;---;20:20;2007.01.01;GS0001;;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
CN-RNY;A321;AT;20:20;2007.01.01;AT0931;GVA-CMN;Sheffield 53.31N,1.35W 755ft ASL UK;ACARS LOG 0000 20070101 to 2359 20070101
N579AA;MD82;AA;20:20;2007.01.01;AA0362;TUL-ORD-LGA;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N251AA;MD82;AA;20:20;2007.01.01;AA1874;DFW-EWR;Laurel, MD;ACARS LOG 0000 20070101 to 2359 20070101
LN-BUE;B735;SK;20:20;2007.01.01;SK4431;TOS-OSL;Karlstad, Sweden;ACARS LOG 0000 20070101 to 2359 20070101
C-GION;DH81;QK;20:20;2007.01.01;QK7841;YGK-YYZ;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N925ME;B712;YX;20:20;2007.01.01;YX0693;MCO-MKE;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N11140;E145;BTA;20:20;2007.01.01;XE2417;SAV-EWR;Laurel, MD USA;ACARS LOG 0000 20070101 to 2359 20070101
C-GJSV;DH81;QK;20:20;2007.01.01;QK7812;YSB-YYZ;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
G-EZJL;B737;U2;20:20;2007.01.01;U204ZE;EGGW-LFPG;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N6707A;B752;DL;20:20;2007.01.01;DL1867;JFK-MCO;Baltimore, MD, USA;ACARS LOG 0000 20070101 to 2359 20070101
N14558;E145;BTA;20:20;2007.01.01;XE2954;BWI-CLE;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
HB-JZP;A319;DS;20:20;2007.01.01;DS09GG;LSGG-EGKK;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
LN-RNO;B737;SK;20:21;2007.01.01;CNO055;;Aalborg;ACARS LOG 0000 20070101 to 2359 20070101
N630JB;A320;JBU;20:21;2007.01.01;B60350;BUR-JFK;S. New England - USA;ACARS LOG 0000 20070101 to 2359 20070101
C-GOJA;CRJ2;QK;20:21;2007.01.01;QK8536;YQT-YYZ;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
G-CELD;B733;LS;20:21;2007.01.01;LS0770;AMS-BLK;Sheffield 53.51N,1.60W 755ft ASL UK;ACARS LOG 0000 20070101 to 2359 20070101
G-EZED;A319;EZY;20:21;2007.01.01;U27007;LPL-AMS;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N594JB;A320;JBU;20:21;2007.01.01;B60346;SRQ-JFK;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N560SW;E120;OO;20:21;2007.01.01;OO6281;DEN-DRO-DEN;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N908DE;MD88;DL;20:21;2007.01.01;DL1726;FLL-LGA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N8659B;CRJ2;FLG;20:21;2007.01.01;9E5972;IND-MEM;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
VH-VQN;A320;JST;20:21;2007.01.01;JQ0375;NTL-MEL;Sutherland NSW Australia;ACARS LOG 0000 20070101 to 2359 20070101
N632AA;B752;AA;20:21;2007.01.01;AA0000;;Laurel, MD USA;ACARS LOG 0000 20070101 to 2359 20070101
N209PS;CRJ2;JIA;20:21;2007.01.01;US2409;LGA-PHL-TYS;Laurel, MD USA;ACARS LOG 0000 20070101 to 2359 20070101
N961DL;MD88;DL;20:21;2007.01.01;DL1069;BDL-ATL-JAX;S. New England - USA;ACARS LOG 0000 20070101 to 2359 20070101
LN-RPT;B736;SK;20:21;2007.01.01;SK2031;UME-ARN;Sweden,Sthlm near ESSA;ACARS LOG 0000 20070101 to 2359 20070101
G-GFFE;B735;BA;20:21;2007.01.01;BA8047;EGKK-EGJJ;Watford;ACARS LOG 0000 20070101 to 2359 20070101
N625AW;A320;HP;20:21;2007.01.01;HP0274;BUR-PHX-IAH;Houston,Texas USA;ACARS LOG 0000 20070101 to 2359 20070101
G-CELA;B733;LS;20:22;2007.01.01;LS0554;AMS-NCL;Sheffield 53.51N,1.60W 755ft ASL UK;ACARS LOG 0000 20070101 to 2359 20070101
TS-IOK;B736;TU;20:22;2007.01.01;TU0745;FRA-TUN;Switzerland, Aarau;ACARS LOG 0000 20070101 to 2359 20070101
N668AA;B752;AA;20:22;2007.01.01;AA1083;MIA-LAS;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
